Garage_Cars,Year_Built,Gr_Liv_Area,Total_Bsmt_SF,First_Flr_SF,Wood_Deck_SF,Fireplaces,Lot_Area,Second_Flr_SF,Garage_Area
1,1935,1738,1024,1144,0,1,7010,594,240
1,1939,1274,728,728,0,0,6125,546,224
2,2008,1436,1436,1436,0,0,7993,0,529
1,1953,1154,864,1154,63,0,11556,0,336
2,1920,1762,596,998,36,0,7200,764,576
1,1955,1057,1057,1057,0,0,10519,0,288
3,2006,1402,1258,1402,120,1,3922,0,648
2,1988,1872,1845,1872,197,1,10400,0,604
2,2001,1961,804,804,125,1,12209,1157,560
2,1961,1433,1251,1433,144,1,9600,0,441
2,2000,2256,952,980,224,1,8795,1276,554
3,2000,1865,992,992,0,1,10316,873,839
1,1940,612,0,612,0,0,5925,0,308
0,1910,816,624,816,0,1,3300,0,0
2,2007,1361,1351,1361,0,0,9627,0,610
1,1966,1059,1059,1059,0,0,9000,0,286
2,1976,1548,804,804,108,1,2308,744,440
3,2000,2285,969,997,0,1,11000,1288,648
3,2007,1620,1620,1620,228,1,12898,0,912
3,2005,2331,1414,1414,192,1,12151,917,1003
2,1927,1718,851,867,291,1,7230,851,264
3,1993,2349,1231,1251,32,1,13143,1098,762
2,1923,1635,1065,915,0,1,8737,720,440
2,2001,1419,1419,1419,155,1,4385,0,588
1,1962,999,999,999,0,0,7758,0,264
0,1987,1200,1200,1200,120,0,10800,0,0
1,1927,968,656,968,0,0,10800,0,216
2,2001,1434,1454,1434,290,1,8529,0,527
1,1954,948,948,948,0,1,8190,0,280
1,1937,1375,780,780,0,1,9000,595,544
2,1955,1588,768,1024,0,0,7200,564,480
2,1986,2093,791,1236,364,1,20544,857,542
1,1957,1600,1484,1600,288,2,16321,0,319
3,2008,2020,2020,2020,192,1,12350,0,896
1,1962,1696,1140,1696,0,1,13673,0,349
2,1926,1285,861,861,96,0,7000,424,506
2,2003,848,848,848,140,0,4435,0,420
2,1940,1656,801,1095,187,0,7628,561,440
2,1986,1651,1606,1651,192,1,12416,0,616
1,1977,1388,675,686,406,0,8340,702,317
0,1947,1137,0,929,0,0,8050,208,0
2,1958,951,951,951,0,0,8010,0,480
2,1995,1609,754,754,0,0,8453,855,525
1,1966,892,864,892,0,0,9477,0,264
1,1950,1113,1113,1113,0,1,9600,0,264
2,2004,1436,1436,1436,139,0,8450,0,484
3,2001,1787,1753,1787,198,1,14781,0,748
1,1954,901,901,901,0,0,6000,0,281
2,2003,2048,1054,1072,0,2,8010,976,552
2,1981,2497,2461,2497,266,2,17778,0,676
2,2005,1838,732,734,100,1,21930,1104,372
2,1964,1611,780,798,328,0,9760,813,442
2,1962,1734,912,1085,0,1,9786,649,440
2,2005,1484,783,783,0,1,10237,701,393
2,1977,2022,1160,1156,288,1,10005,866,505
2,2003,1653,812,812,0,0,8127,841,628
3,2008,2018,2002,2018,144,1,13214,0,746
3,2002,1668,1626,1668,257,1,11248,0,702
2,1987,1767,1064,1064,441,1,5306,703,504
3,2008,2822,1734,1734,52,1,13891,1088,1020
3,2009,1680,1555,1680,185,1,10933,0,1138
3,2004,1836,1836,1836,125,1,11362,0,862
3,2005,1614,1614,1614,144,0,11210,0,865
2,2005,1468,1468,1468,0,1,10440,0,528
2,1966,1232,1232,1232,0,0,9600,0,490
3,2006,1746,1746,1746,201,2,14892,0,758
2,2001,2263,1055,1055,0,1,9240,1208,905
1,1965,1565,1187,1565,200,2,8800,0,299
1,1955,960,960,960,0,0,9768,0,330
1,1964,1728,1728,1728,155,0,10624,0,352
2,2004,1959,847,847,100,1,11796,1112,434
4,2005,2790,1620,1632,30,1,12539,1158,1150
3,2005,1964,1964,1964,0,1,11447,0,892
2,2000,1573,756,769,0,0,2117,804,440
2,1963,1394,1394,1394,0,2,9500,0,514
1,1972,768,768,768,192,0,7200,0,396
2,1966,1348,660,660,188,1,7590,688,453
2,2004,1947,991,991,0,1,12552,956,678
2,1978,1096,1008,1096,168,1,13014,0,484
2,1969,1968,784,1168,305,1,11075,800,530
3,2009,1544,1544,1544,0,0,12883,0,868
1,1926,986,960,986,0,1,6180,0,180
2,2003,2486,1122,1146,143,1,11800,1340,452
2,2005,1506,1362,1506,142,1,3013,0,440
2,1962,1716,858,858,0,1,9247,858,490
3,1941,2039,929,2039,0,3,21299,0,791
1,1949,480,480,480,0,0,9000,0,308
3,1892,3608,1107,1518,0,2,22950,1518,840
3,2004,1850,1833,1850,519,1,16033,0,772
3,2006,2473,1094,1102,246,1,12292,1371,675
3,2003,1629,3206,1629,0,1,10655,0,880
2,2004,1200,600,600,0,0,3182,600,480
1,1958,912,912,912,0,0,10150,0,275
2,1975,1074,1056,1074,0,0,10140,0,495
3,2006,1830,1302,1302,0,0,8778,528,859
1,1940,672,672,672,88,0,5400,0,308
1,1950,988,876,988,0,0,7200,0,276
2,1952,1474,1632,1474,0,2,31220,0,495
1,1978,907,907,907,72,0,16269,0,343
3,2007,1542,1542,1542,168,1,11830,0,852
3,1998,2450,1284,1310,0,1,16545,1140,1069
3,2002,1654,1654,1654,0,0,8125,0,900
2,1932,1991,854,1096,0,1,11275,895,432
2,2002,1729,860,860,386,0,8158,869,542
0,1900,2200,1272,1272,0,0,8777,928,0
3,1963,1572,1572,1572,0,2,35133,0,995
2,1924,949,949,949,0,1,6000,0,370
1,1976,1304,264,616,141,1,2665,688,336
0,1955,1152,0,1152,0,0,6882,0,0
1,1950,1074,663,1074,0,1,11479,0,467
3,2005,2728,1848,1848,0,2,20431,880,706
2,2003,1342,698,698,100,1,8174,644,393
2,2000,1512,756,756,0,1,2117,756,440
3,2007,2772,1776,1794,135,3,14257,978,754
4,2000,2787,1168,1168,312,2,7939,1619,820
1,1971,1050,1043,1050,0,0,8510,0,336
3,2005,2046,1994,2046,188,2,15431,0,878
2,1966,1988,1104,1104,0,1,14670,884,480
2,1976,1479,725,725,0,0,13517,754,475
2,2001,1593,1593,1593,0,1,4923,0,682
1,1941,1210,672,832,0,0,5000,378,240
2,1995,1658,773,773,224,1,8000,885,431
2,1950,864,864,864,194,0,7200,0,720
2,1999,1416,696,696,0,0,2572,720,484
2,2007,1162,1162,1162,0,0,9260,0,483
1,1916,1656,660,808,0,0,10410,704,180
2,1971,810,782,810,0,0,10820,0,576
1,1956,1048,1048,1048,0,0,10152,0,286
1,1972,1302,630,630,0,0,1680,672,264
2,2000,1525,1525,1525,219,0,9100,0,541
2,2005,2253,1209,1209,243,1,12867,1044,575
1,1960,1269,1269,1269,0,1,7931,0,308
0,1970,1344,546,798,0,1,1533,546,0
2,1983,884,840,884,240,0,9180,0,504
3,2005,2358,1524,1544,120,1,11643,814,784
2,1957,1839,1477,1839,0,2,14442,0,416
3,2004,1884,1884,1884,214,1,15401,0,670
1,1920,1362,951,986,0,0,7550,376,280
2,1956,1728,1048,1728,0,1,13495,0,576
1,1975,938,938,938,145,0,9200,0,308
1,1962,1812,864,876,0,1,7590,936,264
0,1955,1152,0,1152,0,0,6845,0,0
1,1959,1256,1256,1256,0,0,8000,0,311
2,1978,1456,855,855,147,1,2364,601,440
1,1926,1479,624,743,530,2,7000,736,312
2,1992,1845,1055,1055,635,1,11218,790,462
2,1952,1488,0,1488,0,1,12048,0,569
2,1967,1510,1510,1510,0,0,9680,0,517
2,1957,1392,1392,1392,0,2,11900,0,458
1,1940,804,788,804,0,2,7200,0,240
2,2006,1241,1241,1241,0,0,4274,0,569
2,1974,1350,1064,1350,0,1,10140,0,478
2,2005,1500,750,750,0,0,8846,750,564
2,1976,954,911,954,0,0,10780,0,576
3,2002,1786,1778,1786,182,1,14860,0,715
1,1967,900,882,900,0,0,9819,0,280
3,1995,2113,2109,2113,236,1,10437,0,839
2,1946,1958,979,979,0,0,7136,979,492
3,2006,1694,1694,1694,0,1,11825,0,856
2,1908,2358,907,1307,486,1,45600,1051,360
3,2003,3279,1650,1690,503,1,53504,1589,841
2,2000,1652,1494,1652,96,0,5330,0,499
1,1977,894,894,894,192,0,6285,0,308
2,1978,1857,945,945,400,1,10530,912,482
2,2005,1336,1336,1336,136,0,8772,0,502
2,1991,1689,1680,1689,428,1,9990,0,432
3,1999,2312,1177,1223,298,1,15896,1089,658
1,1930,1162,728,728,0,0,6120,434,258
1,1957,1176,1176,1176,0,2,8856,0,292
3,2007,1698,1698,1698,327,1,13286,0,768
1,1936,1324,672,757,0,0,6000,567,240
0,1918,1020,1020,1020,0,0,4761,0,0
1,1900,1178,859,859,68,0,8712,319,384
2,2004,1640,798,798,138,0,8366,842,520
2,1954,1663,1364,1663,224,2,53227,0,529
2,1968,1388,1388,1388,0,1,12000,0,522
3,2006,1670,1670,1670,0,1,15218,0,928
2,1970,2217,2217,2217,81,1,15865,0,621
1,1957,1364,1179,1364,0,1,8400,0,331
2,1969,1054,1054,1054,180,0,9750,0,460
1,1924,1142,468,822,0,0,6000,320,320
1,1930,1654,297,1001,244,1,4960,653,336
2,2004,1374,384,744,100,1,11084,630,400
2,1970,768,768,768,104,0,7244,0,624
1,1982,816,816,816,0,1,6600,0,264
2,1970,2411,1008,1403,0,1,8000,1008,570
1,1936,1639,1064,1166,0,0,10480,0,240
1,1967,892,892,892,0,0,7150,0,288
1,1958,912,912,912,12,0,7535,0,297
2,1982,845,845,845,0,0,7599,0,360
2,2002,1894,817,824,0,1,11316,1070,510
1,1950,1252,1032,1032,0,0,9600,220,288
0,1945,670,370,442,0,0,3500,228,0
2,1999,1647,953,953,0,1,7917,694,460
2,1965,1728,1728,1728,0,0,11072,0,576
1,1965,894,894,894,416,1,8450,0,336
2,1981,1479,725,725,167,1,12090,754,484
2,1953,1505,1505,1505,0,1,12160,0,505
0,2006,1100,1100,1100,0,0,7500,0,0
2,2006,1486,1461,1486,0,0,7441,0,566
2,2006,1448,1372,1448,0,1,7500,0,692
2,1961,1235,1235,1235,0,0,8500,0,480
1,1970,914,914,914,120,0,7920,0,368
1,1927,1642,728,914,0,1,9863,728,374
1,1962,1040,1040,1040,0,0,6897,0,260
3,1969,1424,1100,1424,144,0,41600,0,828
2,1967,2126,1013,1160,486,0,28698,966,538
1,1970,864,864,864,0,0,9353,0,280
1,1915,1680,840,840,0,0,15576,840,308
1,1940,672,672,672,168,0,10200,0,240
2,1963,1128,1120,1128,192,0,8700,0,525
2,1993,1797,1152,1152,162,1,12961,645,616
0,1940,599,416,599,0,0,5400,0,0
2,1968,1440,720,720,192,2,11227,720,480
1,1954,833,833,833,0,0,5400,0,326
3,2001,2649,1479,1515,0,1,16900,1134,746
3,2000,2855,1540,1540,247,1,9233,1315,774
3,1932,1609,637,959,0,2,12320,650,579
2,1977,2620,1361,1361,155,1,18890,1259,600
3,2006,2322,1035,1082,400,0,12104,1240,617
2,1977,1676,1160,1676,690,2,33983,0,672
2,1991,1478,1454,1478,114,1,9928,0,506
2,2003,1456,1273,1456,143,1,3196,0,400
0,1920,720,720,720,0,0,7879,0,0
2,2004,1102,551,551,0,0,5105,551,480
2,1958,960,960,960,0,0,9750,0,624
2,1975,1701,1390,1701,0,2,16647,0,611
2,1955,1005,1005,1005,0,1,10434,0,672
2,1968,1051,1051,1051,0,0,9600,0,504
0,1914,1484,742,742,0,1,6300,742,0
